mean,var,skew,target
37.3235,101.49382,5.8559766,1
12.287903,32.225918,11.1873255,1
39.442204,97.97962,8.990229,1
11.273218,35.012207,21.382088,1
39.652805,95.75108,7.5683947,1
16.593044,59.389427,15.868905,1
27.813723,86.62787,9.514958,1
25.422234,75.698555,8.020177,1
22.635414,83.07831,8.993196,1
19.343355,80.775635,12.106382,1
38.256706,91.63182,8.630764,0
38.932777,80.87521,7.8675294,1
40.279648,90.17652,7.2650566,1
11.272371,51.04893,16.40673,1
36.079914,67.43537,5.7603736,1
11.272371,51.04893,16.40673,0
21.245253,85.04578,12.214219,1
26.027943,80.87504,9.869374,1
45.253113,92.4936,6.9615793,0
11.2134495,31.008358,17.295282,1
9.972147,31.962414,10.020632,1
17.091396,62.459923,17.686941,1
16.273067,59.007805,10.855321,0
22.72982,68.81574,14.459495,0
17.420668,61.128464,16.98819,1
14.150972,34.017303,9.88359,0
30.46933,70.161865,9.668081,1
15.504125,40.75514,12.11565,0
21.494062,66.25123,15.004486,1
17.209253,54.11914,12.346129,0
37.55371,102.498405,6.800266,1
17.32924,39.588146,17.222624,0
15.491122,36.53848,11.4471655,1
16.627077,47.845085,23.582375,1
20.620464,72.55688,13.43549,0
22.635414,83.07831,8.993196,1
45.10726,116.02885,6.4326324,0
29.733496,50.9305,6.7219763,0
14.986756,57.6784,14.941529,0
35.332314,73.627754,9.4952345,1
37.40431,103.56563,8.327761,0
22.181984,67.13399,12.026174,0
18.303503,71.73978,13.483431,0
48.264805,88.99027,7.4126115,1
35.456635,99.04529,9.686649,0
30.3744,82.76851,10.613545,1
19.024488,59.37596,12.555961,1
15.207097,28.145576,14.491732,0
35.901035,95.33134,7.0924,1
23.677013,75.41949,13.209813,0
19.27493,66.40929,15.100358,1
34.266846,88.92977,10.972633,0
16.771946,68.70217,11.5786705,0
25.893295,76.142914,9.637904,1
7.7892246,36.525536,16.20943,0
25.208763,70.90158,11.871336,0
15.2140045,49.171593,14.672488,1
38.070614,90.45998,8.444813,0
10.912505,48.768208,19.467278,0
27.498264,85.830284,10.001379,0
21.043518,55.54852,14.8638315,1
15.771596,40.51335,9.725391,1
22.847322,85.17469,15.974079,1
33.838684,86.96072,6.80479,0
12.762168,51.655174,19.860058,0
18.177116,60.09611,12.82864,0
57.87433,119.08712,7.173781,0
11.416846,49.97843,11.723297,1
42.05184,114.138725,8.757133,1
22.150045,81.4419,15.943905,1
41.532906,105.553825,8.006139,1
36.728363,90.93181,7.89191,0
15.730871,29.95383,7.295443,0
11.885974,54.114563,14.472721,1
18.95561,61.28882,13.2195835,0
22.851488,75.14407,12.034736,1
40.287243,106.01516,10.678375,0
12.774571,31.696184,19.91754,1
16.762222,48.193336,13.004783,0
25.14441,72.6312,10.207549,1
22.335226,58.29815,10.044759,1
39.652805,95.75108,7.5683947,1
19.201948,63.71481,15.443201,0
23.821894,71.969246,11.233588,0
23.857584,69.56027,8.517274,1
39.55833,93.54419,9.008533,1
19.448172,73.630936,14.751285,0
23.707329,62.174393,11.303123,0
13.929456,56.564922,12.491073,0
24.16197,67.63988,10.328224,0
12.622515,37.495247,11.954011,1
20.102802,55.082912,9.60924,1
12.278415,66.876526,19.927004,0
40.19304,81.14559,8.090075,0
21.41043,68.24556,14.820589,1
19.39607,58.339222,14.797775,0
21.411505,62.476376,10.947994,0
27.384672,83.6441,10.0178175,1
14.288771,46.431236,22.66631,0
27.313925,66.284935,7.699653,0
26.532873,86.041565,9.617871,0
27.326109,90.063065,10.23185,0
17.623299,65.466125,13.836309,1
9.943403,33.96107,9.733629,1
8.90245,35.5872,10.4689245,0
18.681343,46.086025,14.597793,0
11.486886,38.012432,21.52523,1
27.598938,50.02365,9.426303,1
20.795015,62.851105,12.684999,1
22.992931,64.70742,9.762427,0
17.082876,43.532642,6.7154584,0
9.380136,39.789703,15.435598,1
32.894333,81.44484,7.8862877,1
22.232637,72.297615,14.663528,0
11.717021,39.90883,18.694944,0
40.19304,81.14559,8.090075,0
23.462967,67.64368,10.068318,0
25.472399,62.901028,8.495548,0
15.316788,44.95847,13.339123,0
17.081121,49.668312,12.111977,1
26.99406,68.485634,7.745657,1
23.84623,67.27854,9.456507,0
11.858179,32.598072,7.96458,0
32.613235,64.76318,8.828813,1
12.490983,50.422787,11.306259,1
20.326162,66.907394,14.103841,0
31.638124,77.82972,9.6355505,1
23.121696,63.670586,12.559116,1
36.853027,83.66881,8.692462,1
42.944798,100.09957,7.733342,1
11.748068,44.771782,9.809001,0
21.02746,55.416077,20.96399,1
32.01775,75.61432,7.2841516,1
24.839848,72.8222,10.67984,1
16.611015,38.556828,8.28236,0
22.119781,66.707695,10.9012,1
38.1282,64.63357,6.1750956,1
26.106548,82.59462,14.163957,0
13.725768,54.082874,10.291746,0
14.186714,35.923653,17.589827,0
40.756645,82.551926,9.436971,1
22.137558,67.70196,12.247953,1
35.101658,99.42568,9.410555,0
19.245062,56.289005,15.787774,1
35.78794,98.06409,8.627766,0
18.80455,53.928593,12.33783,1
12.049439,31.954792,13.464725,0
30.04453,88.121,9.048764,1
16.611015,38.556828,8.28236,1
45.503674,86.25665,7.1229787,0
10.813815,47.475533,13.67334,0
12.84201,52.70376,12.562142,0
19.343355,80.775635,12.106382,1
34.321342,75.95015,10.958832,1
10.864942,37.633568,25.447329,1
25.620796,77.32299,10.557424,1
31.449022,72.25859,8.406602,0
20.488358,55.52161,9.650855,0
19.43235,75.01287,13.3264885,1
18.00232,61.111416,14.384851,0
24.317091,77.839516,12.122973,0
12.762168,51.655174,19.860058,0
31.680786,84.366806,7.975427,1
31.983662,58.932934,7.5089936,1
11.040154,37.07769,12.759645,1
16.69605,44.56103,22.924088,0
12.470047,50.78807,14.517043,1
23.202126,67.350105,11.719537,1
22.771349,61.12978,11.698901,1
28.228928,74.09371,8.930489,1
45.352486,123.31557,7.6444244,0
20.02745,67.27353,12.633627,0
5.5220227,24.56151,18.757126,0
19.705568,72.85969,17.541353,0
17.29712,44.766228,16.070044,1
14.216429,35.765446,12.92809,1
18.256077,44.608932,10.243691,1
19.448172,73.630936,14.751285,0
6.232656,27.499392,15.929189,0
23.736853,77.80621,11.358256,1
17.876944,49.730347,10.183689,1
23.34104,73.09587,12.107606,1
21.157492,42.080208,8.8851185,1
12.646302,22.138166,5.7788224,0
40.399372,85.90776,7.9908338,0
32.35936,82.49947,9.572879,1
35.71768,93.28506,6.7104893,0
49.517895,101.06983,5.2986226,1
12.597933,31.763187,9.760885,0
19.324577,54.152023,8.793948,1
18.772413,37.14674,5.7917256,1
16.136278,49.149643,12.4761095,0
43.4221,105.3414,7.193135,0
15.110345,48.496773,16.007858,1
15.952889,41.586445,11.581183,1
31.630465,83.66999,11.276315,1
22.682037,83.38008,14.252344,0
16.559872,64.98622,9.831005,1
26.29271,51.230732,10.272751,1
14.83436,35.946667,9.212915,1
32.360493,91.51289,8.267678,0
15.2140045,49.171593,14.672488,0
20.631924,60.544453,10.691934,0
34.143066,65.416405,7.8742294,1
10.8007345,43.19282,14.307505,1
19.614244,72.77752,9.747882,1
19.842701,60.996197,10.131228,0
24.656553,70.24078,10.429864,0
12.84201,52.70376,12.562142,1
7.880778,28.594267,13.370537,0
14.133473,45.321323,13.42412,1
31.015814,104.183266,10.229177,1
21.244177,75.21908,14.283761,1
9.788138,40.345272,11.992329,1
11.799143,31.515917,11.421754,0
23.51269,72.61469,11.144509,0
20.302023,66.87114,8.531505,0
25.369534,76.02827,10.305234,0
27.718784,52.55407,8.119821,1
9.915555,28.381306,16.731365,0
18.163269,49.818436,18.500843,0
32.936153,89.40659,6.46768,0
39.71463,78.035835,8.165819,1
19.16658,60.208374,13.65718,1
22.631788,50.453392,6.8144584,1
40.19304,81.14559,8.090075,1
31.351812,70.76649,7.827182,0
17.186829,52.85884,12.165585,0
37.21151,89.843735,8.880008,1
13.23359,55.76668,15.182845,0
16.942215,38.891376,6.9211397,0
36.226536,119.73384,8.885068,0
15.583639,28.552593,6.9855876,0
18.62323,48.571125,12.205093,1
16.359293,33.01426,5.8275404,0
26.461052,74.23265,8.010397,0
14.579716,37.510323,13.656134,1
48.264805,88.99027,7.4126115,1
26.02399,70.09411,8.070544,1
17.783651,58.39705,15.282887,1
17.004515,67.40692,20.451897,1
18.825068,53.99661,10.947596,0
29.180899,81.9019,10.065282,0
23.950058,71.91845,8.553305,1
45.618973,102.57203,7.6361456,0
23.173409,80.11213,16.681183,0
37.3799,100.48361,7.972976,0
15.347547,46.485302,15.485119,0
9.8099985,48.82861,14.783815,0
75.272125,123.80257,4.789324,0
15.395313,41.114296,10.832819,0
15.2140045,49.171593,14.672488,1
25.01724,87.19842,10.679269,0
17.483833,46.71126,10.511808,0
13.648344,66.12404,16.508173,1
33.087234,71.867546,9.704464,1
17.771433,71.17128,13.226196,1
20.66095,78.6471,14.879682,1
35.78794,98.06409,8.627766,0
3.989063,14.997515,17.391964,1
29.782404,73.53223,9.899472,0
24.237951,76.89587,12.642184,1
24.407541,91.459,14.77556,0
21.988464,64.43511,10.877004,0
16.007769,55.1268,15.436747,1
5.5220227,24.56151,18.757126,1
25.704323,62.001045,8.149125,0
10.8007345,43.19282,14.307505,1
15.221414,58.571274,11.424422,0
19.244408,69.092834,13.757894,1
23.378124,74.02443,12.262222,1
19.049559,56.01537,10.60433,1
18.23763,43.72367,6.3617024,0
19.687023,81.09015,15.558799,1
18.696716,74.51589,15.969034,1
22.639746,47.373535,7.065079,1
16.998894,34.66596,6.492423,1
23.319656,67.369095,9.787646,0
18.51238,43.34775,9.9055805,0
14.820899,43.18956,9.854539,1
21.39645,64.83068,9.968618,1
7.6536613,29.427586,14.769546,0
17.349756,44.41013,10.788451,0
33.229195,96.04959,7.34882,0
19.920332,77.144714,15.862869,0
9.118018,22.310076,10.307779,0
51.887836,118.77052,8.339244,0
11.762252,34.928677,9.577131,0
20.112602,61.020878,11.828763,0
14.157778,40.06803,18.05717,0
39.30507,75.82563,6.292942,1
34.51211,70.85465,7.5635505,1
22.72982,68.81574,14.459495,0
18.470263,50.01608,8.274592,1
20.204384,54.747974,8.674612,0
19.785395,76.30719,15.703646,0
13.65259,58.091103,13.55679,1
18.214289,71.753685,11.800327,0
20.709654,63.88884,9.114028,0
18.566664,56.6202,11.207422,1
15.32106,65.533195,14.109248,1
40.364822,91.987976,6.123462,1
19.310354,56.60875,9.935406,1
12.347627,33.04324,14.122107,0
13.992505,48.05954,14.193171,1
24.893574,83.46788,11.971992,0
29.99293,75.97715,7.417218,0
11.588203,29.509336,14.846827,1
26.02125,62.991745,8.742527,0
30.906364,85.19146,8.123928,0
20.709654,63.88884,9.114028,1
21.618185,68.10499,11.02742,1
13.539071,23.194454,5.0877204,0
18.5347,68.97172,16.411827,0
37.645226,91.04469,9.316518,1
19.436487,52.242027,7.7197995,0
21.388216,72.26952,14.199579,0
12.656358,50.22348,11.568352,0
22.69004,62.4435,8.649095,0
13.670356,29.682693,7.9709435,1
17.623299,65.466125,13.836309,0
26.413141,80.522224,10.971528,0
44.383045,111.1283,7.4381065,0
42.80451,82.06831,6.2581573,0
19.90549,79.54618,15.557331,0
30.224129,100.34555,10.304779,1
21.847462,67.49982,9.563335,0
37.55371,102.498405,6.800266,0
16.15297,65.63775,12.781266,0
32.611248,95.595856,9.547769,0
18.959688,66.33607,13.452597,1
16.925182,47.53263,12.085619,0
22.058681,76.58569,14.591231,0
22.505869,62.222466,8.586935,0
25.730053,83.97965,10.56789,0
21.297468,63.943275,11.440209,1
22.148928,61.28777,9.411932,1
14.992767,40.263645,23.670418,1
9.343923,48.124897,19.694677,0
17.220049,72.460655,14.64412,1
35.146942,81.78147,6.0934343,0
20.960894,58.556896,11.867343,0
14.236452,33.654526,10.699171,0
34.490692,88.20964,10.835045,1
17.14801,56.936237,12.083171,0
24.142775,70.60965,11.71357,1
19.14439,53.550526,9.648361,0
13.808592,59.632977,11.799993,1
34.411045,83.86173,7.226324,1
24.64192,42.270462,6.8236847,1
28.715822,85.367546,9.095631,1
17.77052,70.969124,18.6941,1
13.60942,41.90509,15.840926,0
20.960587,65.59667,12.780977,0
19.340754,55.9768,12.104966,1
30.676466,83.34808,9.405722,0
12.799078,31.17566,9.894648,0
22.488665,91.86219,11.1444235,1
20.09963,64.05079,14.7591305,1
28.632908,65.28142,7.0640116,0
16.959887,33.13722,7.9848804,1
15.377919,32.69105,7.228512,0
20.778465,61.65304,10.423047,0
14.052404,37.10643,7.087431,0
24.407541,91.459,14.77556,1
40.333824,93.273506,7.3138533,0
21.640676,69.75326,14.242913,1
57.87433,119.08712,7.173781,0
18.361265,44.200306,11.765145,0
16.663723,41.18871,8.189153,1
35.223724,89.14261,8.738144,0
39.103912,90.04717,7.3226576,0
27.384672,83.6441,10.0178175,1
32.894333,81.44484,7.8862877,0
9.943403,33.96107,9.733629,0
20.79287,75.2201,9.91243,1
31.394957,69.98795,10.536704,0
33.108185,72.625694,10.138442,1
27.646656,96.49703,12.4854355,0
19.512894,32.093185,6.038775,1
16.879284,45.621166,32.598656,1
17.32376,32.231037,7.6917663,0
21.666927,47.173904,9.456947,1
16.14032,47.919228,11.341582,0
25.917328,80.51542,9.894462,1
17.516172,53.024113,14.115051,1
17.28697,38.84091,7.150737,0
15.812751,39.842545,8.83308,1
41.283085,87.90792,7.2233458,1
28.77928,72.28668,8.261265,0
32.745293,63.06316,10.669614,0
28.679855,80.25976,12.4776745,0
32.925385,92.720436,9.558633,0
19.089249,42.737858,10.096975,1
18.91944,65.46499,16.235773,1
22.265356,61.227345,9.21932,0
30.172836,95.09931,9.232153,1
35.51893,69.79965,7.7098064,1
21.009764,78.822624,15.340642,0
20.166437,47.76124,8.930744,1
18.072107,43.581814,8.881971,0
12.380399,23.37589,8.046992,0
38.920017,78.208405,8.220506,1
36.755077,69.219765,7.81556,0
12.421483,28.461866,8.240547,0
21.873558,67.93657,9.518292,0
12.616115,51.049877,17.11748,1
28.36503,90.37586,8.455663,0
32.362896,79.80636,9.770138,1
34.496742,83.25512,10.208762,0
25.360857,75.257675,7.400445,1
15.1344795,44.87292,10.161572,0
26.779139,61.33407,7.0264535,1
26.958828,76.57345,10.66475,0
34.491516,89.131645,9.176602,1
15.879405,30.835426,12.256288,0
15.307767,45.356678,10.853237,0
52.546204,104.469444,7.387047,1
20.65333,38.73841,7.3606863,1
14.411896,44.709095,11.500445,0
22.132507,59.138733,8.364349,1
17.481749,35.62798,8.166474,1
24.732956,63.729958,12.307799,1
23.277294,67.70248,14.311924,1
14.544389,23.82931,5.2159195,0
21.361382,68.412506,12.4044895,1
7.7360363,32.640656,15.666708,0
38.411873,91.03375,7.413028,0
24.429695,71.673035,9.881669,1
19.310354,56.60875,9.935406,0
36.853027,83.66881,8.692462,1
18.153332,56.681267,19.360096,1
24.19485,79.57022,13.050531,0
26.83855,53.075863,7.149968,1
38.14057,99.91243,8.162929,1
12.932352,47.0275,9.15054,1
34.278435,80.175865,6.66217,0
28.88859,61.08479,7.8823657,1
17.363205,64.879265,10.710261,0
12.930057,44.935673,17.962975,0
29.75281,56.03979,6.7646427,0
21.263191,67.946266,12.058085,0
36.800457,61.338516,6.6629453,0
29.826633,59.885925,7.260869,1
14.704689,50.52422,10.45659,0
23.129257,77.7914,14.297056,0
17.517607,43.415348,9.164886,0
36.144695,96.346825,7.808259,1
17.516172,53.024113,14.115051,0
15.969754,71.328094,13.367843,1
18.68113,40.939064,10.450425,0
26.429655,88.28871,11.639359,1
25.716764,73.56888,8.574432,0
14.4491005,59.610416,11.834407,1
30.170202,65.01814,10.109285,0
32.59696,56.637653,6.1465697,0
16.995993,47.88061,14.851261,0
18.202835,56.95054,14.617904,0
6.7779365,23.922949,11.079898,1
18.173605,44.983913,9.980942,1
8.163146,26.126259,10.427282,1
42.979027,106.42915,8.946083,0
16.505606,52.748226,15.804702,1
14.344618,53.64967,10.143353,1
9.526024,23.80244,13.011173,1
12.901338,32.86045,7.9109373,1
14.448544,54.2809,17.8065,0
22.232637,72.297615,14.663528,1
44.766876,91.60584,7.4054546,0
26.106297,64.27373,11.261669,0
13.577426,55.64929,21.955835,0
58.027225,106.06006,5.489868,0
17.893862,55.252754,11.61168,0
34.26515,66.20782,7.9889603,1
11.901443,54.29889,19.996508,0
24.561962,71.28647,11.491021,0
18.930067,49.240376,13.691375,0
44.891327,121.495674,8.649601,1
16.811518,49.652927,11.914024,1
14.484951,49.43843,16.719692,0
35.54218,93.37297,10.032841,0
19.343355,80.775635,12.106382,0
20.94057,59.228928,13.385052,0
19.994522,52.307472,9.293147,1
11.959922,37.760956,15.833115,1
27.502092,84.58064,10.951456,1
35.11282,77.654144,9.205062,0
12.623708,36.117985,18.061127,0
10.826696,42.83325,11.403531,0
29.803127,70.56542,11.511131,0
19.88046,48.9291,13.360915,1
25.657904,69.27976,9.374954,0
27.95542,66.717926,6.2424655,1
21.523739,66.76327,15.205187,1
7.3808756,31.966827,17.96504,0
16.141178,51.206562,14.807205,1
12.284872,46.05338,16.384363,1
21.410072,74.782135,13.279617,0
17.340572,50.561237,11.591818,1
20.917566,64.37033,13.107888,0
15.360792,41.301132,12.209027,0
17.823206,32.177467,4.136402,0
19.190378,43.561398,9.021103,0
23.702116,69.90316,11.311738,0
22.355795,64.91616,9.613805,1
43.05874,90.97049,7.4013004,1
25.35406,74.27846,9.969027,1
28.334183,83.33854,10.710089,0
14.905069,42.382587,17.886282,0
21.16734,57.272114,10.363409,1
18.303503,71.73978,13.483431,1
17.493496,56.988434,15.158755,0
33.136246,104.15085,9.212456,1
11.750948,52.165,15.453328,0
34.77022,92.758835,9.206708,1
24.320225,79.92378,11.238323,1
23.710228,68.271454,11.321402,1
28.715822,85.367546,9.095631,0
19.335423,76.086464,12.159122,0
15.888739,59.888165,10.362179,1
13.371547,36.944073,12.486353,0
16.584938,48.119255,11.286681,0
36.314182,58.502712,7.4751434,0
15.828229,62.530766,15.8898115,1
14.161442,29.959846,6.352097,0
22.500862,64.80526,14.801932,0
18.935843,57.511005,11.837078,1
10.269729,27.71417,10.362186,0
39.026073,98.679886,8.721147,0
40.070995,77.186554,6.9543767,1
17.841808,66.15751,17.529083,1
14.416433,31.346214,12.136223,0
16.564957,57.780193,12.282155,1
18.547379,67.3087,16.287525,1
19.653595,77.1074,12.227695,0
16.97678,58.682796,17.208004,1
37.51547,112.114334,10.383006,1
20.595722,66.03766,14.423912,0
24.771141,74.679886,10.525484,0
15.940835,49.00227,14.663983,0
18.791393,52.690693,9.691986,0
25.103973,97.37288,11.312705,0
28.927752,70.94103,9.938895,0
14.505035,37.034817,11.465276,1
25.396328,72.65509,9.589338,1
15.704815,53.08133,13.873603,0
19.513184,60.929607,13.871161,1
34.491516,89.131645,9.176602,0
11.669117,36.486263,15.318244,0
45.503674,86.25665,7.1229787,0
12.043317,28.798214,9.163081,1
19.335423,76.086464,12.159122,1
14.587202,34.137638,15.305044,0
20.284416,74.58859,15.537173,1
27.005882,82.532814,9.476409,1
12.520673,50.006798,13.838393,1
21.284084,62.71895,10.819405,0
16.995432,52.09121,11.820079,1
17.569422,42.492607,13.040679,0
39.581944,89.86079,6.7727666,0
17.823206,32.177467,4.136402,1
24.254364,68.8475,9.9183655,0
17.086718,68.926186,13.558954,0
20.667742,59.214603,10.6400175,0
23.795147,58.787426,7.801113,0
13.05942,31.935465,11.425149,1
22.239492,64.280136,10.219539,0
16.96855,55.383762,14.591278,0
24.381245,67.07573,8.800817,1
26.32699,81.93638,14.508785,0
13.880841,48.565502,11.442286,0
7.7360363,32.640656,15.666708,0
35.49666,82.53719,7.5140867,0
38.058247,74.7334,7.894428,0
29.860834,90.67402,9.363369,1
10.807234,31.152487,16.035307,1
8.3360815,23.155396,24.004269,1
20.998772,74.16703,12.879744,0
17.31417,48.34231,10.740796,1
22.862743,66.04351,9.328929,1
18.191875,62.14057,10.994969,0
26.99406,68.485634,7.745657,1
34.27461,82.92795,10.334291,1
24.038395,54.29036,7.6982317,1
10.912505,48.768208,19.467278,0
41.610577,102.41983,8.072488,1
30.013348,59.703148,9.661864,0
22.594683,67.466484,13.082545,1
17.653069,39.68904,13.668548,0
17.701563,51.158318,13.303438,1
13.190638,24.316448,7.354697,1
45.253113,92.4936,6.9615793,0
25.618702,76.611275,8.820254,0
17.28407,55.89032,12.889079,0
19.310354,56.60875,9.935406,0
19.538973,56.211967,13.616926,1
19.280685,57.514317,9.900898,1
19.520126,49.897316,8.791907,0
19.727018,42.27454,7.0895348,0
17.404194,41.03808,10.850621,1
34.931908,87.65618,10.94118,1
18.169518,53.847885,12.450097,0
10.216434,45.400482,16.762136,0
22.582294,74.08265,11.775328,0
15.01508,55.82908,9.381889,0
47.430202,109.57054,8.153445,0
19.693897,51.362926,10.82549,0
19.796774,41.63341,6.219985,0
13.160143,47.541656,11.063439,0
29.234285,70.32854,9.599566,0
20.649416,63.06147,13.5127,1
15.742378,45.987434,12.236383,0
29.75281,56.03979,6.7646427,0
13.244485,33.700844,14.205462,0
22.795534,70.63502,10.626308,0
7.012734,25.982895,11.5786,1
10.642196,36.838066,20.963312,1
23.163744,58.105824,7.7008357,1
40.399372,85.90776,7.9908338,0
18.978247,38.72475,10.623995,1
23.924242,80.62674,14.067716,0
20.193186,49.230927,8.625992,1
29.826633,59.885925,7.260869,1
18.396463,66.51348,15.241072,0
22.639746,47.373535,7.065079,1
12.463514,57.37609,17.473303,1
14.499149,50.401943,9.791256,1
27.69238,82.0674,8.716371,1
20.776007,67.91502,12.266196,0
14.619854,41.894707,14.71371,0
20.459854,55.364895,10.00375,1
35.90363,75.16807,7.9978237,1
23.333683,63.869663,8.139548,1
25.893295,76.142914,9.637904,0
27.58357,71.81279,9.415641,1
7.7892246,36.525536,16.20943,0
32.633545,68.28168,6.438318,0
52.546204,104.469444,7.387047,1
16.145853,50.431046,10.739208,1
19.012506,57.096928,13.866995,0
34.994442,78.02946,11.569449,1
33.810547,68.85414,8.787235,1
39.898273,98.82517,7.0414124,0
19.975136,47.897896,11.642576,1
17.220049,72.460655,14.64412,0
18.923067,59.04997,10.226895,0
22.150045,81.4419,15.943905,1
26.617573,84.183014,11.262535,1
18.508142,52.383904,12.734078,1
27.828547,77.526505,8.973853,0
38.965706,102.33986,9.0416765,1
26.295897,46.628735,7.8614545,1
9.972147,31.962414,10.020632,1
30.676466,83.34808,9.405722,0
17.748295,31.052925,5.351073,1
39.38275,79.022934,7.619796,0
22.704432,64.45723,12.183829,1
34.249203,79.447495,10.060615,0
15.888739,59.888165,10.362179,0
24.561962,71.28647,11.491021,0
14.745774,66.20919,14.183413,0
39.07976,76.301,6.8373938,0
22.427021,71.99846,10.704695,0
24.20805,81.26142,12.082838,1
11.885974,54.114563,14.472721,1
17.360802,57.59181,15.112042,1
18.439756,45.2468,11.433999,1
13.172158,34.537273,13.029879,0
35.78663,89.315,8.566289,1
27.8277,80.57432,12.031703,1
11.718076,48.255608,18.812107,1
17.406185,58.24821,14.195025,0
31.993034,67.20497,8.333245,1
36.28262,88.84476,8.61801,1
20.832851,58.128788,8.02187,1
25.604061,42.275543,5.0305386,1
26.99947,63.94282,6.5629773,0
14.950504,42.31418,14.459844,1
18.44587,54.48858,16.38963,0
46.078087,116.06759,5.9824553,0
18.499273,63.23935,16.47462,0
27.071732,85.38215,9.717256,1
34.60512,77.24734,8.892458,1
21.526707,66.455864,10.8855715,1
20.384499,38.680042,6.819397,1
6.93244,27.640089,12.063025,1
18.419157,69.955894,17.479195,0
27.95542,66.717926,6.2424655,0
20.254961,48.600002,11.018649,1
14.344618,53.64967,10.143353,1
28.5836,77.09001,8.300391,1
17.699888,48.482063,9.492125,0
48.335598,92.07975,5.71907,1
17.17128,44.20201,12.241688,1
12.94325,61.061184,14.391575,0
20.612164,65.466286,14.812803,0
15.1149,35.110973,10.964049,1
16.235767,37.241493,12.020212,1
20.255129,82.90354,10.053309,0
20.960894,58.556896,11.867343,0
16.411402,47.607197,12.070151,1
18.88648,68.11631,14.194975,1
20.29176,51.266403,17.767479,1
26.925404,63.09774,9.845417,0
12.906816,29.42025,10.732638,1
16.219667,56.484753,16.868536,0
14.704689,50.52422,10.45659,0
18.284525,40.27706,9.038265,0
15.969754,71.328094,13.367843,1
36.272076,77.12791,5.748397,0
11.2298155,25.926308,8.066832,0
20.640427,64.89135,11.4064665,1
32.697186,98.35674,8.204084,1
38.92498,94.72292,8.417719,0
39.38275,79.022934,7.619796,1
16.551512,52.804115,14.865485,0
29.782404,73.53223,9.899472,0
18.91944,65.46499,16.235773,0
21.16909,66.79799,10.67367,0
40.364822,91.987976,6.123462,1
34.496742,83.25512,10.208762,1
32.613235,64.76318,8.828813,1
32.789993,77.24726,9.435225,1
23.604073,66.40082,11.299972,0
16.75337,36.09391,11.850404,1
31.357872,71.56198,7.6606326,0
20.34723,45.079067,10.816765,0
33.6643,80.950096,10.368211,0
27.526752,78.12635,12.176724,1
24.64192,42.270462,6.8236847,0
20.608986,49.12287,7.0199695,0
11.606569,36.82897,18.09843,1
19.218296,50.54247,9.1614895,0
27.42368,56.21506,10.459616,1
9.340268,42.062668,15.189133,1
25.349184,64.511,8.546286,1
6.232656,27.499392,15.929189,0
19.187292,49.038624,14.401365,0
18.816359,35.20664,8.056634,1
26.233692,60.738697,11.488064,1
19.728413,73.573296,9.996147,1
21.602108,54.705418,16.881851,1
21.25443,58.64993,9.741286,1
24.400782,81.29577,10.722775,1
15.591059,52.348373,12.594467,1
35.192898,86.12565,7.7515287,1
15.741796,40.09544,9.067207,0
18.616385,43.540104,15.637788,1
9.380136,39.789703,15.435598,1
20.813944,53.542477,9.526944,0
28.077572,82.77211,8.298185,1
7.3808756,31.966827,17.96504,1
36.984844,90.94512,9.611451,0
26.779139,61.33407,7.0264535,0
22.748564,78.97608,10.465662,0
16.431023,57.442017,16.758135,0
23.293318,89.88132,10.4512825,0
48.74579,126.365814,8.477754,1
18.703041,39.352398,6.4390907,0
15.673614,48.044277,17.78103,1
23.875574,68.708275,10.084277,1
23.795147,58.787426,7.801113,1
12.723042,52.750988,14.331691,0
44.154953,102.03058,4.9819703,1
35.49666,82.53719,7.5140867,1
34.612343,85.32668,10.219392,0
25.518002,70.03176,9.182655,1
22.150045,81.4419,15.943905,1
26.906586,96.090546,12.275089,0
18.648846,53.899784,10.613441,0
25.604061,42.275543,5.0305386,1
18.91944,65.46499,16.235773,1
9.453102,20.631248,9.084048,1
14.31366,61.773827,16.566969,0
33.56707,75.61721,8.695274,0
17.573893,40.20837,7.969727,0
31.680786,84.366806,7.975427,0
37.105057,91.89154,9.7154045,0
17.370226,74.00939,16.697454,0
40.62605,95.249245,8.193576,0
27.8277,80.57432,12.031703,0
18.964478,49.260395,17.92404,1
18.288084,57.104565,12.207705,0
20.7605,48.43617,11.348582,0
18.696716,74.51589,15.969034,0
17.548714,54.28822,12.920628,0
22.789486,53.02735,10.298289,1
19.717903,62.823795,11.831188,1
19.69269,69.926506,17.939045,0
36.468563,72.44524,9.12926,1
14.180161,39.957077,15.399371,1
16.332214,31.818308,11.947442,1
19.524794,58.02046,10.4793415,0
13.661979,30.324354,10.516878,1
26.02125,62.991745,8.742527,1
21.390055,73.34662,11.367121,0
17.823206,32.177467,4.136402,0
17.771433,71.17128,13.226196,0
14.018923,40.009922,10.488743,0
27.024706,59.469704,7.8753085,1
18.685982,52.22394,9.561675,1
21.111803,63.583237,10.904793,1
27.313925,66.284935,7.699653,1
20.418259,76.15806,10.330408,0
23.90018,83.757385,12.984735,0
28.832182,62.29836,11.029464,0
21.368778,79.72277,13.214484,1
17.478182,48.40763,9.053708,0
22.926174,85.79486,16.190828,1
12.17984,39.190712,8.879208,0
22.058681,76.58569,14.591231,0
35.89187,73.41367,7.5145082,0
20.410637,61.25036,12.351772,0
21.879856,63.1752,12.305511,1
17.867851,41.38682,6.7520194,0
