mean,var,skew,target
26.906586,96.090546,12.275089,1
11.223635,42.890327,11.18536,0
16.69605,44.56103,22.924088,0
20.842188,69.73973,14.237278,1
14.288771,46.431236,22.66631,0
24.11978,75.964554,9.797242,0
28.12971,81.61651,8.175403,1
17.363205,64.879265,10.710261,1
17.892172,44.93636,6.91307,1
31.769438,69.072945,8.650893,0
24.239662,64.25184,7.932229,0
21.99352,84.63267,12.488188,1
29.450417,64.03792,6.547523,0
42.519283,91.66755,6.4091825,1
16.69605,44.56103,22.924088,1
41.283085,87.90792,7.2233458,0
12.84201,52.70376,12.562142,0
19.436487,52.242027,7.7197995,0
32.894333,81.44484,7.8862877,0
22.16448,65.89669,9.942652,1
42.519283,91.66755,6.4091825,1
39.07976,76.301,6.8373938,1
21.703817,44.929337,10.624808,0
23.492338,68.52498,10.216789,1
10.702532,38.07996,9.889124,1
15.765353,34.396454,8.232038,0
19.87001,45.284126,6.6383996,0
12.840581,33.955494,9.945335,1
7.7892246,36.525536,16.20943,0
45.895905,106.98805,5.7936883,1
18.124249,82.08707,13.097221,1
17.241385,41.75325,9.213094,0
22.232637,72.297615,14.663528,1
36.726498,79.72787,6.081495,0
17.582848,54.144756,11.539048,1
38.058247,74.7334,7.894428,1
31.625074,64.68581,7.779366,0
18.835526,58.654984,13.968456,0
30.46933,70.161865,9.668081,0
28.489656,51.381844,10.262839,1
12.762168,51.655174,19.860058,1
11.152302,34.503136,21.445854,1
13.419008,38.770275,20.303064,0
16.870678,65.89201,10.583735,0
13.903538,41.67222,13.242915,0
34.454384,80.614944,9.50967,0
44.200775,93.53858,7.688259,1
23.657625,78.260345,14.145691,1
22.914822,81.380424,15.898825,1
19.846043,65.82498,13.928944,1
17.312819,47.557854,12.861297,1
38.075256,121.77833,8.809475,1
15.820498,44.091316,11.764582,0
48.937756,124.42561,6.1100006,0
14.871054,40.229404,9.314447,0
30.23128,62.82447,7.8415565,0
15.985043,63.39063,16.088776,1
40.770275,92.84823,6.759499,1
21.655256,71.24881,16.223732,0
45.72942,110.63241,7.9610705,1
18.210209,57.770725,18.669214,1
19.538973,56.211967,13.616926,1
41.92419,87.34812,7.5592804,0
19.707394,74.0512,15.172101,1
24.32999,75.24352,13.042946,1
16.228228,49.547596,13.912283,1
43.7051,118.97426,7.087358,0
9.281258,28.195343,8.75584,0
27.502092,84.58064,10.951456,0
16.823729,45.531883,11.1043,1
18.636864,40.956165,12.106572,0
13.419008,38.770275,20.303064,0
17.516172,53.024113,14.115051,0
18.68113,40.939064,10.450425,0
45.618973,102.57203,7.6361456,0
19.720577,43.247585,9.720148,1
8.163146,26.126259,10.427282,0
31.625074,64.68581,7.779366,0
34.183964,81.8503,8.766854,1
13.758819,44.323086,19.336952,1
36.468563,72.44524,9.12926,1
19.705568,72.85969,17.541353,1
38.951283,80.05441,5.829901,0
15.691276,39.958344,9.121867,1
13.678848,39.27314,11.008136,0
12.9553795,38.123714,10.731354,0
12.975694,44.487087,18.992636,1
26.400398,62.621258,11.122996,1
26.106548,82.59462,14.163957,0
9.597322,30.879122,31.023165,0
41.20299,98.23714,10.070205,0
23.707329,62.174393,11.303123,1
20.645615,46.805862,8.752782,0
34.17217,65.8882,7.3604555,1
19.114834,63.53802,12.3016205,1
16.26764,67.26625,15.661769,0
14.966088,47.805786,11.113942,0
19.601347,68.619774,12.715552,1
12.380399,23.37589,8.046992,1
39.026073,98.679886,8.721147,1
38.85958,104.36187,6.809601,0
11.668629,40.336887,21.061537,1
22.884506,72.30766,12.774477,0
15.207097,28.145576,14.491732,0
43.015896,107.52534,7.7625637,1
34.555107,56.202606,4.779235,0
19.588045,69.81139,13.9974575,1
16.234867,44.246876,16.85236,1
17.362555,38.76197,9.155924,1
23.735527,71.04686,8.797867,0
30.013348,59.703148,9.661864,0
22.771349,61.12978,11.698901,0
28.721405,68.392296,8.225584,0
27.598938,50.02365,9.426303,1
26.020908,88.48743,10.679373,0
13.440599,30.325493,14.503884,1
7.3808756,31.966827,17.96504,0
20.48793,61.368565,16.413048,0
32.661324,74.1066,10.054397,0
23.697268,42.76059,6.895384,0
34.945568,115.51528,8.838554,0
21.498737,76.665764,13.430206,0
19.981346,63.08692,13.266066,0
24.135765,72.62565,10.545092,1
19.205528,43.227943,7.1182437,0
20.766386,77.334496,15.828925,0
21.219812,75.86483,13.9969845,0
20.914797,40.037243,7.963574,1
22.291342,74.87541,15.308221,0
38.96397,81.330055,6.923433,0
24.859104,73.36184,9.405618,1
11.127246,27.85434,13.773746,0
19.705568,72.85969,17.541353,1
43.3627,101.414246,8.2362585,1
7.7883773,32.26662,22.753914,1
13.977343,42.249332,13.865772,0
20.6395,64.32751,12.074019,1
20.7605,48.43617,11.348582,1
20.17755,48.451626,9.424328,1
14.003655,54.68276,10.434868,0
25.251041,79.2155,10.824548,1
15.093897,31.587156,8.584626,0
14.764749,39.51607,10.155695,1
29.381165,86.55407,9.668309,0
35.49666,82.53719,7.5140867,0
21.111803,63.583237,10.904793,1
20.700726,58.606087,8.990541,0
28.679855,80.25976,12.4776745,0
18.81675,54.47489,12.520009,0
17.190699,72.42431,15.249543,1
16.826628,51.720894,12.580025,1
18.112297,51.66116,16.397907,0
32.867634,77.085175,8.099467,0
11.713519,28.862919,15.29501,1
21.877514,65.792435,11.719324,1
38.880543,80.08059,7.9267845,0
19.761469,59.71901,11.549941,1
23.18792,80.55622,10.923525,1
25.848679,69.86672,13.353501,1
15.703208,36.27843,14.312597,1
16.747972,58.38332,17.601315,0
39.103912,90.04717,7.3226576,1
34.143066,65.416405,7.8742294,0
18.65303,78.09391,20.630348,1
16.246809,51.06379,13.84938,0
19.00121,60.158634,13.996959,0
20.7605,48.43617,11.348582,1
22.360832,58.992004,7.100447,0
25.208763,70.90158,11.871336,0
18.502533,51.277878,14.123316,1
21.618185,68.10499,11.02742,0
16.293213,43.048622,10.611959,0
35.71768,93.28506,6.7104893,1
25.957603,75.11672,13.396066,1
22.997435,58.454304,7.4307103,0
22.837385,71.63691,13.146103,0
18.09449,36.318413,5.7025228,1
21.351494,63.765347,10.916722,0
12.47071,60.73035,18.127232,1
19.517859,61.892403,15.263974,0
30.350462,62.674973,8.822014,0
22.225454,79.712494,11.918734,0
15.342612,45.934845,13.918329,1
12.839232,45.533783,11.977547,1
24.098564,69.16798,9.512251,1
35.088856,65.53458,6.67531,0
23.173409,80.11213,16.681183,1
36.190346,88.37018,9.751555,1
14.516758,59.22972,14.253829,0
13.723027,36.47679,15.157073,0
30.224129,100.34555,10.304779,1
17.352364,77.31428,16.322433,0
41.472645,89.63369,6.1068397,0
17.228626,52.46266,14.374723,1
18.279993,54.887444,11.9121,0
32.35936,82.49947,9.572879,0
12.840581,33.955494,9.945335,0
39.907402,83.260765,7.2029104,1
8.946887,35.22206,13.602306,0
25.472399,62.901028,8.495548,1
41.610577,102.41983,8.072488,0
39.07976,76.301,6.8373938,0
14.916462,44.98757,11.962166,0
36.43098,98.700905,9.439079,0
35.36889,72.304726,8.344762,0
12.820279,38.26004,17.424606,1
21.646938,56.511486,11.119197,1
9.943403,33.96107,9.733629,1
19.846043,65.82498,13.928944,0
21.81985,59.9284,8.450567,1
32.362896,79.80636,9.770138,0
23.93414,63.889557,8.329947,1
41.20299,98.23714,10.070205,0
24.05912,68.78386,12.005236,0
37.883858,88.817924,10.321153,0
18.803324,51.305195,11.086151,0
35.48054,98.66937,8.5897455,1
19.762022,54.28008,11.617305,1
27.998598,83.254974,9.435332,0
20.268389,61.28066,10.6523285,0
7.6536613,29.427586,14.769546,1
21.573957,67.579796,13.203918,1
25.114649,69.0833,8.271883,1
17.061796,58.069233,12.952573,1
21.93327,53.573116,9.081783,1
9.958003,23.879772,9.678632,0
20.1777,67.63251,12.353032,1
24.407541,91.459,14.77556,1
26.106548,82.59462,14.163957,0
18.215187,41.525253,8.445214,0
29.733496,50.9305,6.7219763,1
40.910122,85.1088,8.69098,0
15.580731,67.23054,12.008081,1
19.417772,47.771496,8.229816,1
16.760557,59.233513,14.693572,0
27.803675,71.020065,8.397833,1
25.427717,76.51361,10.142308,0
32.375713,80.840324,11.7881,0
23.311594,67.62233,10.275011,1
16.011677,55.60741,15.358256,1
23.724165,74.01998,11.250852,1
20.20746,58.596493,10.165257,1
12.961084,35.354656,11.334505,0
19.601347,68.619774,12.715552,0
19.98555,63.358833,14.201592,0
23.604073,66.40082,11.299972,1
18.005371,34.307896,5.7289524,0
25.022352,71.203865,10.1833315,0
15.325984,46.64448,17.19951,1
15.135372,45.21932,26.989101,0
39.38275,79.022934,7.619796,0
14.937415,39.008278,8.65124,0
14.820899,43.18956,9.854539,1
13.866205,34.686737,12.714297,1
18.777262,59.00534,12.366263,0
29.733496,50.9305,6.7219763,0
20.824001,58.365543,8.996705,0
11.223635,42.890327,11.18536,0
16.168888,72.62659,12.762015,1
13.483299,26.11675,7.730955,1
11.582434,40.712303,11.731353,0
19.95617,67.51694,14.75637,0
11.750948,52.165,15.453328,0
43.015896,107.52534,7.7625637,0
24.93465,84.38317,10.962406,1
20.633667,68.29195,13.433406,1
17.665619,46.826595,17.859735,1
17.554325,50.054703,14.766186,1
21.791927,72.91039,12.483752,0
19.686945,56.098503,9.269153,1
37.918316,78.91116,7.7501597,1
27.489626,91.00996,10.320716,1
32.239086,66.05788,8.6699,0
21.20734,63.015965,14.238168,0
22.335226,58.29815,10.044759,1
9.281258,28.195343,8.75584,1
17.086395,68.73662,10.858143,1
21.042223,62.29635,9.100138,0
19.10928,52.03676,10.314835,1
8.83091,44.606224,18.311499,1
25.754858,76.15641,11.928426,0
21.877245,45.68479,6.375301,0
13.023803,51.281914,11.103841,1
41.472645,89.63369,6.1068397,0
20.29176,51.266403,17.767479,0
17.123306,67.05085,18.078077,0
12.840581,33.955494,9.945335,0
18.09603,54.857906,9.09201,0
6.8399854,33.451145,24.615105,1
16.981716,45.664124,12.860366,1
19.588045,69.81139,13.9974575,1
16.886538,50.152637,14.584267,0
39.71463,78.035835,8.165819,1
18.761414,41.5009,7.8850327,1
32.375713,80.840324,11.7881,0
22.914822,81.380424,15.898825,0
20.491247,51.59666,8.643979,1
34.354164,87.623375,9.041943,0
34.227665,81.203445,10.547267,0
26.068937,77.92148,8.79413,1
18.801765,59.234894,15.967349,1
28.489656,51.381844,10.262839,0
26.99406,68.485634,7.745657,1
32.661964,98.291306,9.124739,1
15.09604,43.27078,10.482208,0
15.74096,51.645084,19.620497,0
16.870678,65.89201,10.583735,0
13.648344,66.12404,16.508173,0
35.101658,99.42568,9.410555,0
24.001244,76.30561,11.587264,1
39.119656,90.1928,9.68116,0
21.816645,64.1132,11.543252,0
22.46216,63.90091,10.2067585,1
19.785395,76.30719,15.703646,1
15.32106,65.533195,14.109248,0
14.397395,49.65398,19.414297,0
23.012463,43.920555,7.231734,0
26.577692,84.57276,9.936121,0
22.784937,79.05898,7.7652245,0
15.683106,52.694775,24.834957,0
22.784937,79.05898,7.7652245,1
17.226805,37.38164,9.070043,0
12.586861,43.528,15.19914,0
16.97678,58.682796,17.208004,0
32.135292,71.85442,12.828211,0
49.15698,92.90702,5.9852514,0
14.173506,43.317017,13.564873,0
38.630882,80.67131,7.5870166,0
18.01557,64.62128,16.208658,1
32.894333,81.44484,7.8862877,0
17.164038,66.72519,11.560903,1
16.598293,55.49643,14.8410225,1
36.674423,73.12284,6.3503394,0
12.213349,29.194693,11.973381,0
26.752436,82.209175,11.58968,0
10.737338,42.21758,11.951909,0
35.903263,77.11445,8.736439,0
15.874719,45.367496,10.281613,1
15.166621,38.41418,14.275262,0
19.39607,58.339222,14.797775,1
11.945923,48.068783,22.903708,1
28.315876,74.75427,8.47375,0
24.55107,70.495605,12.684077,1
17.35309,65.216255,18.998165,0
42.932037,109.28664,6.607447,0
48.264805,88.99027,7.4126115,0
7.510469,30.461128,20.90848,0
19.923428,53.648113,10.366491,1
26.170519,59.636753,6.835969,1
48.74579,126.365814,8.477754,1
12.709973,32.549683,13.638796,1
14.057327,56.086422,12.742177,0
33.810547,68.85414,8.787235,1
24.467363,79.832985,8.89099,1
17.469858,53.88574,16.572618,0
19.047983,38.21757,7.354932,1
21.105556,47.4343,6.4408784,0
21.146854,75.25063,17.882296,1
32.898197,74.76772,8.8713455,0
28.315876,74.75427,8.47375,0
23.697268,42.76059,6.895384,1
33.087234,71.867546,9.704464,0
11.748068,44.771782,9.809001,0
15.871271,43.3758,11.319845,0
28.142445,96.66587,9.531181,1
18.06325,80.2388,14.229534,1
19.538973,56.211967,13.616926,1
18.696716,74.51589,15.969034,1
16.824055,42.857475,11.565622,0
32.59696,56.637653,6.1465697,1
11.713519,28.862919,15.29501,1
36.856125,97.83565,9.697598,1
21.41043,68.24556,14.820589,1
6.6712437,20.68501,22.751768,0
34.17217,65.8882,7.3604555,0
7.3808756,31.966827,17.96504,1
33.108185,72.625694,10.138442,0
23.394999,60.061993,10.35183,1
27.782095,70.8324,9.042828,1
13.125615,33.802513,11.891015,0
21.674429,57.87754,9.470697,0
18.856089,61.048035,16.069834,1
16.26764,67.26625,15.661769,0
